Starting experiment at 05/31/2024 11:38:47
Time, Room, Distance, Subject Coord, Item Coord, Item, Pupil Size left, Pupil Size right
11:39:24, Room_121, NO_ITEMS, , , , 4.767929  4.574448
11:39:24, Room_121, NO_ITEMS, , , , 4.918762  4.66066
11:39:24, Room_121, NO_ITEMS, , , , 4.837387  4.532028
11:39:24, Room_121, NO_ITEMS, , , , 4.590149  4.633347
11:39:24, Room_121, NO_ITEMS, , , , 4.684067  4.636765
11:39:24, Room_121, NO_ITEMS, , , , 4.902863  4.596069
11:39:24, Room_121, NO_ITEMS, , , , 4.892776  4.689911
11:39:24, Room_121, NO_ITEMS, , , , 4.934158  4.690308
11:39:25, Room_121, NO_ITEMS, , , , 4.87619  4.611206
11:39:25, Room_121, NO_ITEMS, , , , 4.884964  4.64296
11:39:25, Room_121, NO_ITEMS, , , , 4.785553  4.587906
11:39:25, Room_121, NO_ITEMS, , , , 4.963181  4.685272
11:39:25, Room_121, NO_ITEMS, , , , 4.817078  4.783722
11:39:25, Room_121, NO_ITEMS, , , , 4.787277  4.788071
11:39:25, Room_121, NO_ITEMS, , , , 4.845535  4.713516
11:39:25, Room_121, NO_ITEMS, , , , 4.804626  4.810989
11:39:25, Room_121, NO_ITEMS, , , , 4.881714  4.849335
11:39:25, Room_121, NO_ITEMS, , , , 4.801926  4.724915
11:39:25, Room_121, NO_ITEMS, , , , 4.886673  4.760101
11:39:25, Room_121, NO_ITEMS, , , , 4.900848  4.692566
11:39:25, Room_121, NO_ITEMS, , , , 4.745712  4.802032
11:39:25, Room_121, NO_ITEMS, , , , 4.698898  4.716461
11:39:25, Room_121, NO_ITEMS, , , , 4.708313  4.57608
11:39:25, Room_121, NO_ITEMS, , , , 4.702179  4.65657
11:39:25, Room_121, NO_ITEMS, , , , 4.71373  4.437775
11:39:25, Room_121, NO_ITEMS, , , , 4.546524  4.386398
11:39:25, Room_121, NO_ITEMS, , , , 4.377884  4.353241
11:39:25, Room_121, NO_ITEMS, , , , 4.412628  4.343262
11:39:25, Room_121, NO_ITEMS, , , , 4.52832  4.34462
11:39:25, Room_121, NO_ITEMS, , , , 4.236786  4.148453
11:39:25, Room_121, NO_ITEMS, , , , 4.395126  4.151688
11:39:25, Room_121, NO_ITEMS, , , , 4.389618  4.111938
11:39:25, Room_121, NO_ITEMS, , , , 4.34166  4.129059
