subID,trial,Room,Condition,moveItem,Repeat,Block,ObjectMovedIs,start,end,TarPos_x,TarPos_z,TarRot_x,TarRot_z,Start_SubPos_x,Start_SubPos_z,Start_SubRot_x,Start_SubRot_z,TargetReached,End_SubPos_x,End_SubPos_z,End_SubRot_x,End_SubRot_z,response,RT,
messup,0,Room_124,stay,yes,A,2,left,A,B,112.1143,133.8195,0,0,111.9781,133.82,0.103202,0.1075326,True,111.9592,133.7459,0.2604555,0.3645079,No response,N/A,
messup,0,Room_124,stay,yes,A,2,left,A,B,47.88569,132.2805,0,0,47.88323,132.2911,0.1249602,-0.08168557,True,47.94773,132.3006,0.2005837,-0.1129171,No response,N/A,
