Starting experiment at 05/30/2024 16:58:33
Time, Room, Distance, Subject Coord, Item Coord, Item, Pupil Size left, Pupil Size right
16:58:53, Room_121, 1.803665, (29.2  1.6  131.0), (30.0  0.4  132.1), Table, 3.679962,3.779694
16:58:53, Room_121, 1.695892, (29.2  1.6  131.0), (30.2  0.6  131.9), Helicopter_01, 3.640503,3.869171
16:58:53, Room_121, 1.700877, (29.2  1.6  131.0), (30.3  0.6  131.9), Helicopter_01, 3.642349,3.845749
16:58:53, Room_121, 1.708885, (29.2  1.6  131.0), (30.3  0.6  131.9), Helicopter_01, 3.529877,3.847733
16:58:53, Room_121, 1.738531, (29.2  1.6  131.0), (30.3  0.6  131.9), Helicopter_01, 3.558456,3.971619
16:58:53, Room_121, 1.724703, (29.2  1.6  131.0), (30.3  0.6  131.9), Helicopter_01, 3.669052,3.899719
16:58:53, Room_121, 2.11282, (29.2  1.6  131.0), (30.7  0.4  132.0), Table, 3.611572,4.000229
16:58:53, Room_121, 2.11623, (29.2  1.6  131.0), (30.7  0.4  132.0), Table, 3.601013,3.749786
16:58:53, Room_121, 2.061179, (29.2  1.6  131.0), (30.6  0.4  132.0), Table, 3.668915,3.830093
16:58:53, Room_121, 2.065645, (29.2  1.6  131.0), (30.6  0.4  132.0), Table, 3.73204,3.774261
