subID,trial,Room,Condition,moveItem,Repeat,Block,ObjectMovedIs,start,end,TarPos_x,TarPos_z,TarRot_x,TarRot_z,Start_SubPos_x,Start_SubPos_z,Start_SubRot_x,Start_SubRot_z,End_SubPos_x,End_SubPos_z,End_SubRot_x,End_SubRot_z,response,RT,
p01,28,Room_93,walk,no,A,2,left,A,A,108.8634,75.04951,0,0,107.8666,76.60134,0.2496282,-0.2191809,108.9587,75.18235,0.3769718,-0.1084557,Left,14.26102,
p01,29,Room_80,walk,yes,B,2,left,B,A,61.94855,115.875,0,0,61.97703,117.744,0.1867089,0.2165675,61.91292,115.971,0.346062,0.1354394,Left,11.68402,
p01,30,Room_115,walk,yes,A,2,left,B,A,58.05145,78.125,0,0,57.90359,76.25092,0.2873745,-0.207301,58.0639,78.07202,0.1438468,-0.3216544,Left,11.8613,
p01,31,Room_75,walk,yes,B,2,left,A,A,32.25,47,0,0,32.19645,47.02823,0.2600973,0.2239391,32.12635,46.97263,0.286294,0.2359649,Right,11.79413,
p01,32,Room_42,stay,no,A,3,left,A,B,72.1143,67.76955,0,0,72.05001,67.70664,-0.1851138,-0.315628,72.04993,67.74272,0.2616052,0.2744205,Left,12.37985,
p01,33,Room_66,stay,yes,A,3,left,B,B,22.11823,116.2194,0,0,22.12277,116.2267,0.2298018,0.1497774,22.03473,116.2786,0.2981512,0.2115849,Left,12.48215,
p01,34,Room_111,stay,no,B,3,left,A,B,38.875,15.05144,0,0,38.88593,15.08645,0.2830883,-0.1029064,38.93491,15.1254,0.2903296,-0.1276665,Left,12.75045,
p01,35,Room_13,stay,no,B,3,left,A,A,60.76955,84.88569,0,0,60.79057,84.83041,0.3512771,0.06343257,60.7819,84.9699,0.4095916,0.028948,Left,11.34608,
p01,36,Room_85,stay,yes,A,3,left,A,A,99.60929,49.21582,0,0,99.58617,49.29662,-0.03021947,-0.3444777,99.60605,49.12461,-0.07702544,-0.4318051,Left,10.70777,
p01,37,Room_49,stay,yes,A,3,left,A,B,67.78418,37.39071,0,0,67.75083,37.39337,0.2259163,-0.2759566,67.89409,37.37387,0.2406371,-0.3197024,Left,11.73875,
p01,38,Room_36,stay,no,B,3,left,B,A,51.95049,75.86343,0,0,52.01738,75.88695,0.3055376,0.08238843,51.93705,75.91276,0.3098342,0.1187242,Right,11.47233,
p01,39,Room_74,stay,yes,A,3,left,B,A,110.7806,119.1182,0,0,110.8172,119.1523,-0.1043612,-0.3022615,110.6745,119.0244,-0.09119705,-0.3371719,Left,11.02938,
p01,40,Room_120,stay,no,B,3,left,B,B,19.2194,74.88177,0,0,19.22501,74.86982,0.2912661,-0.1301134,19.32181,74.98241,0.3666364,-0.07837509,Right,11.2708,
p01,41,Room_71,stay,yes,B,3,left,A,B,50.39071,9.215818,0,0,50.41797,9.316401,-0.09867927,-0.3007298,50.40182,9.095526,-0.0727768,-0.3905754,Left,11.36132,
p01,42,Room_4,stay,no,A,3,left,B,A,38.0495,58.13657,0,0,38.03334,58.11658,0.1253319,-0.3588986,38.1394,58.00035,0.213617,-0.3686643,Right,10.38408,
p01,43,Room_53,stay,yes,B,3,left,B,B,42.25746,36.99095,0,0,42.39996,36.99156,0.2078105,0.1533911,42.1986,37.0067,0.1844122,0.2459067,Right,10.47309,
p01,44,Room_33,stay,yes,A,3,left,B,B,48.26487,55.55586,0,0,48.26775,55.55734,0.2841887,-0.175999,48.44696,55.61035,0.3500357,-0.1648635,Left,10.3951,
p01,45,Room_54,stay,no,B,3,left,A,A,81.44627,58.7236,0,0,81.5119,58.80295,-0.1291355,-0.31062,81.45242,58.66893,-0.1743244,-0.3549639,Right,11.16315,
p01,46,Room_57,stay,yes,B,3,left,B,A,107.8818,47.7806,0,0,107.8318,47.80582,0.1635573,-0.2931775,107.9664,47.67975,0.126446,-0.230663,Left,10.48496,
p01,47,Room_50,stay,no,A,3,left,A,B,71.95049,25.86343,0,0,70.36786,24.70198,0.3450266,-0.009764834,71.86146,25.9434,0.2771776,0.1534329,Right,11.66174,
p01,48,Room_26,walk,yes,B,4,left,A,B,67.87559,76.2364,0,0,68.05178,78.09373,0.1283486,-0.3199359,68.05348,76.21566,0.3377722,-0.3206669,Left,10.12785,
p01,49,Room_76,walk,no,B,4,left,B,B,91.44627,55.2764,0,0,92.25221,57.02229,0.2928987,0.2163021,91.41064,55.37413,0.3831881,0.04647322,Right,10.39614,
p01,50,Room_58,walk,yes,B,4,left,B,A,38.875,98.94855,0,0,37.80079,97.40421,0.1884499,-0.3096586,38.92825,98.84407,0.05427644,-0.4041994,Right,9.362634,
p01,51,Room_93,walk,yes,B,4,left,B,A,47.78418,106.6093,0,0,48.90523,105.0203,0.3184915,-0.1832434,47.88272,106.5882,0.2488084,-0.2895344,Left,11.57294,
p01,52,Room_104,walk,no,B,4,left,A,A,78.8791,28.95954,0,0,80.77415,29.08023,-0.07422533,-0.3771735,78.97294,28.85487,0.1430871,-0.4491744,Left,9.306884,
p01,53,Room_27,walk,no,A,4,left,A,A,31.458,98.7235,0,0,32.28634,97.09391,0.2696027,0.164287,31.38061,98.63925,-0.1631742,-0.3637057,Right,11.22853,
p01,54,Room_92,walk,yes,B,4,left,A,B,77.87559,106.2364,0,0,78.01427,108.1014,0.1113061,-0.2978038,78.03702,106.2589,0.2922038,-0.2213246,Left,10.06307,
p01,55,Room_107,walk,no,A,4,left,B,B,101.9486,25.875,0,0,102.2374,27.78914,-0.1966674,-0.2144616,101.9224,26.0077,0.2844756,0.09969617,Right,10.79474,
p01,56,Room_29,walk,yes,B,4,left,A,A,51.73513,68.44414,0,0,52.26736,66.55431,0.2409937,0.1849031,51.66698,68.44761,-0.194313,-0.3394215,Left,10.79549,
p01,57,Room_64,walk,yes,A,4,left,B,A,77.88569,67.76955,0,0,78.0345,65.86267,0.2093379,-0.1876902,77.92477,67.68743,0.1151247,-0.3017418,Left,9.818734,
p01,58,Room_67,walk,no,B,4,left,A,A,57.88177,107.7806,0,0,59.18669,109.1476,-0.014814,-0.2904767,57.98829,107.712,0.2152546,-0.3108337,Left,9.296796,
p01,59,Room_105,walk,no,A,4,left,A,B,89.59908,4.778404,0,0,88.07304,5.86804,0.2392004,-0.1768658,89.67328,4.899987,0.3282083,-0.06919824,Right,10.82537,
p01,60,Room_8,walk,yes,A,4,left,B,B,47.88569,116.2305,0,0,49.22197,114.829,0.3093664,-0.09420804,47.94294,116.2252,0.3404185,-0.3416671,Right,9.617318,
p01,61,Room_114,walk,yes,A,4,left,B,A,98.05145,85.875,0,0,99.64391,84.77745,0.3089347,-0.1060838,98.14119,85.86642,0.3365595,-0.2380643,Left,9.728931,
p01,62,Room_89,walk,no,B,4,left,B,B,82.25,17,0,0,81.43201,18.78143,-0.1477669,-0.3082843,82.22192,17.04011,0.2479494,0.193597,Left,8.818442,
p01,63,Room_17,walk,no,A,4,left,A,A,52.21582,66.60929,0,0,52.21603,66.56397,0.229981,0.2384007,52.15903,66.58402,0.3251219,0.2155391,Left,11.41716,
p01,64,Room_64,stay,no,B,5,left,B,B,22.11823,116.2194,0,0,22.09457,116.2301,0.3255322,0.1448352,21.98908,116.3072,0.3031202,0.211197,Left,11.57228,
p01,65,Room_111,stay,no,A,5,left,B,A,78.8791,78.95954,0,0,78.90735,79.01057,0.08246966,-0.3010336,78.901,78.83407,0.08392012,-0.3264357,Left,11.60513,
p01,66,Room_77,stay,no,A,5,left,A,B,80.76955,79.11431,0,0,80.8055,79.12469,-0.09069229,-0.3213271,80.73399,79.0002,-0.1063987,-0.3777828,Right,12.86043,
p01,67,Room_77,stay,yes,B,5,left,A,A,81.44627,58.7236,0,0,81.45321,58.75891,-0.1489809,-0.2566485,81.41489,58.68346,-0.199202,-0.2960969,Right,11.2956,
p01,68,Room_57,stay,yes,A,5,left,A,B,62.21582,26.60929,0,0,62.30673,26.6244,0.2904533,0.1868189,62.16074,26.64464,0.3193359,0.1576421,Right,11.49456,
p01,69,Room_25,stay,yes,B,5,left,B,B,58.55586,8.735132,0,0,58.56465,8.759564,0.07379934,-0.2783975,58.54048,8.686516,0.1240485,-0.2969289,Left,8.929073,
p01,70,Room_5,stay,no,A,5,left,B,A,40.7636,14.87559,0,0,40.82807,14.8514,0.3374708,0.01255286,40.81309,14.98623,0.4102378,0.07982932,Left,12.1725,
p01,71,Room_13,stay,yes,A,5,left,B,A,52.2216,16.59908,0,0,52.32087,16.61288,0.2678851,0.1663945,52.2099,16.70324,0.289958,0.2066985,Right,12.14852,
p01,72,Room_14,stay,no,A,5,left,A,A,79.60929,4.784183,0,0,79.52336,4.809216,0.3840916,-0.002553868,79.63367,4.859375,0.3314475,-0.1078655,Right,8.72947,
p01,73,Room_7,stay,yes,A,5,left,A,B,31.94856,25.875,0,0,31.99966,25.87395,0.2863212,0.1339854,31.87323,25.9381,0.4218683,0.1278259,Left,10.28378,
p01,74,Room_22,stay,no,B,5,left,A,B,88.55373,75.2764,0,0,88.56406,75.27007,0.3763175,-0.1344594,88.61861,75.37768,0.3342454,-0.1603235,Right,14.32659,
p01,75,Room_78,stay,yes,B,5,left,B,B,57.77526,66.61691,0,0,57.77353,66.57072,0.249136,-0.2612368,57.89359,66.60626,0.2867036,-0.2735669,Right,10.12887,
p01,76,Room_65,stay,yes,A,5,left,B,A,41.1209,45.04045,0,0,41.15046,45.03479,0.3205355,0.03976451,41.11221,45.14827,0.3239577,0.09269787,Left,9.284726,
p01,77,Room_43,stay,yes,A,5,left,B,B,108.8634,75.04951,0,0,108.9526,75.04868,0.3102109,-0.1091227,108.9672,75.07478,0.4140161,-0.09489296,Left,9.027529,
p01,78,Room_80,stay,no,A,5,left,A,A,18.875,18.94856,0,0,18.83185,18.93748,0.01972603,-0.2857474,18.96233,18.88248,0.08368239,-0.3390151,Left,11.82752,
p01,79,Room_11,stay,no,A,5,left,B,A,50.39071,74.78418,0,0,51.99619,75.82443,0.2908794,0.1293953,50.42351,74.86267,0.2902869,-0.02190407,Right,10.75064,
p01,80,Room_74,walk,yes,B,6,left,B,A,61.44627,18.7236,0,0,59.61141,19.21976,-0.0008047936,-0.3190321,61.40133,18.77254,-0.2394135,-0.3342175,Right,10.07261,
p01,81,Room_15,walk,yes,B,6,left,B,B,68.2764,98.44627,0,0,67.77795,96.57191,0.1973914,-0.2307031,68.32873,98.35361,0.1332887,-0.3166316,Left,9.145071,
p01,82,Room_96,walk,no,A,6,left,B,B,88.55373,75.2764,0,0,90.42784,74.77048,0.2756787,0.02025684,88.69403,75.27968,0.3283632,-0.2003541,Left,10.25214,
p01,83,Room_78,walk,no,A,6,left,A,A,28.04046,65.8791,0,0,27.93969,67.71991,0.1410978,-0.2711202,28.17368,65.92336,0.3425217,-0.2086593,Left,11.01719,
p01,84,Room_62,walk,no,A,6,left,A,B,107.8818,47.7806,0,0,109.2459,49.13106,-0.01317265,-0.2969951,108.0608,47.72065,0.2260475,-0.2828254,Right,12.80561,
p01,85,Room_50,walk,yes,B,6,left,A,B,70.40092,59.2216,0,0,71.93348,58.17848,-0.1861194,-0.2568308,70.37615,59.09547,-0.02011092,-0.3628147,Right,10.08531,
p01,86,Room_56,walk,no,A,6,left,A,A,91.95954,118.1209,0,0,92.12701,116.3215,0.3277647,0.1562497,91.89421,118.0104,-0.1174527,-0.2935094,Right,10.76194,
p01,87,Room_118,walk,yes,A,6,left,B,B,91.44627,15.2764,0,0,92.23663,16.98302,0.2302874,0.2020725,91.50784,15.35377,0.2826901,0.07014689,Left,9.550591,
p01,88,Room_18,walk,no,A,6,left,B,A,50.39071,9.215818,0,0,48.55582,8.666081,0.1304943,-0.3078852,50.24889,9.117425,-0.03684226,-0.4899955,Right,10.41716,
p01,89,Room_4,walk,yes,B,6,left,A,B,30.7806,39.11823,0,0,32.13422,37.73529,-0.1665899,-0.2462057,30.8434,39.02472,0.01672587,-0.2782401,Right,10.1279,
p01,90,Room_32,walk,yes,B,6,left,B,A,110.7695,19.11431,0,0,108.8707,18.97704,0.03612412,-0.3216479,110.6809,19.11127,-0.1653782,-0.3443021,Left,11.22863,
p01,91,Room_20,walk,no,A,6,left,B,B,97.8857,76.23045,0,0,99.27025,74.91384,0.3386451,-0.09703775,97.969,76.13967,0.2804092,-0.2904024,Right,10.41752,
p01,92,Room_79,walk,yes,A,6,left,A,A,98.8791,98.95954,0,0,100.7858,99.13063,-0.04410186,-0.330069,98.99197,98.89429,0.138391,-0.3650363,Left,9.072656,
p01,93,Room_99,walk,no,A,6,left,A,A,58.0495,38.13657,0,0,59.59624,39.24953,-0.01715477,-0.3465312,58.14844,38.11297,0.1941843,-0.3063207,Right,9.484291,
p01,94,Room_35,walk,no,B,6,left,A,B,99.59908,84.7784,0,0,98.04125,85.85255,0.2571252,-0.1980654,99.65482,84.89337,0.3563302,-0.0235539,Right,9.994959,
p01,95,Room_89,walk,yes,A,6,left,A,A,62.25,47,0,0,62.24566,47.0047,0.2356918,0.2021245,62.14828,47.03168,0.2829689,0.1661068,Left,9.094734,
p01,96,Room_45,stay,no,B,7,left,A,A,81.94855,35.875,0,0,81.98184,35.82209,0.2718865,0.1764204,81.91895,35.97707,0.3525796,0.07533139,Right,10.7173,
p01,97,Room_37,stay,yes,B,7,left,B,A,110.4009,99.2216,0,0,110.4844,99.22222,0.002327847,-0.2874776,110.3402,99.17046,-0.03326634,-0.4428383,Right,11.40192,
p01,98,Room_100,stay,yes,A,7,left,A,B,79.60929,4.784183,0,0,79.68005,4.79907,0.2591754,-0.0642821,79.68893,4.822023,0.363002,-0.1661512,Left,9.839775,
p01,99,Room_7,stay,no,B,7,left,B,A,31.458,98.7235,0,0,31.48907,98.78108,-0.1642893,-0.2825194,31.39433,98.68752,-0.1467507,-0.4184878,Left,11.07248,
p01,100,Room_92,stay,no,A,7,left,B,B,98.55586,68.73513,0,0,98.44742,68.7026,0.03226897,-0.3644327,98.5725,68.61578,0.1327456,-0.3456693,Right,9.963181,
p01,101,Room_69,stay,yes,B,7,left,B,B,67.88177,17.7806,0,0,67.87346,17.71349,0.1102532,-0.2692913,67.95383,17.64431,0.1560136,-0.2855496,Left,9.16757,
p01,102,Room_16,stay,no,B,7,left,B,B,57.87559,76.2364,0,0,57.88324,76.14836,0.2375138,-0.2640943,58.04152,76.19741,0.2666453,-0.2369811,Left,9.205573,
p01,103,Room_75,stay,no,A,7,left,A,B,18.875,8.948557,0,0,18.86272,8.929512,0.07118013,-0.2987529,18.91493,8.826183,0.03492967,-0.4167424,Right,12.18558,
p01,104,Room_1,stay,yes,B,7,left,A,A,62.25,47,0,0,62.23197,46.99944,0.2618602,0.1422125,62.18732,47.06586,0.317445,0.1864628,Left,10.1405,
p01,105,Room_45,stay,no,A,7,left,A,B,91.125,38.94856,0,0,91.14469,38.98056,-0.0551863,-0.3070288,91.10303,38.86331,-0.1341332,-0.2858042,Left,10.50667,
p01,106,Room_38,stay,yes,A,7,left,A,A,112.2158,6.609292,0,0,112.239,6.634584,0.2513014,0.1455846,112.2281,6.681498,0.288889,0.09186758,Left,8.940116,
p01,107,Room_10,stay,no,B,7,left,B,A,79.2194,114.8818,0,0,79.29268,114.8856,0.2725397,-0.06953213,79.26723,115.0168,0.4333633,-0.2178685,Right,10.06041,
p01,108,Room_117,stay,no,A,7,left,B,A,18.86343,55.0495,0,0,18.96532,55.05153,0.2388179,-0.06877824,18.99133,55.0409,0.3799718,-0.1724327,Right,12.16044,
p01,109,Room_51,stay,yes,B,7,left,B,B,50.40092,99.2216,0,0,50.38818,99.27991,-0.04581274,-0.2954581,50.38754,99.15461,-0.02355875,-0.3530539,Right,9.939009,
