subID,trial,Room,Condition,moveItem,Repeat,Block,ObjectMovedIs,start,end,TarPos_x,TarPos_z,TarRot_x,TarRot_z,Start_SubPos_x,Start_SubPos_z,Start_SubRot_x,Start_SubRot_z,TargetReached,End_SubPos_x,End_SubPos_z,End_SubRot_x,End_SubRot_z,response,RT,
sabina5,0,Room_121,stay,yes,A,1,left,A,A,32.25,133.05,0,0,32.13546,133.0083,0.3144954,0.2383349,True,32.04019,133.0858,0.3110199,0.3036354,Right,9.156064,
sabina5,0,Room_121,stay,yes,A,1,left,A,B,61.94855,131.925,0,0,61.84314,132.0948,0.1973139,0.06692536,False,59.4657,131.2766,0.2021634,-0.1616576,Right,12.54955,
sabina5,1,Room_122,stay,no,A,1,left,B,B,98.26487,131.6059,0,0,100.876,130.7059,0.2442206,0.1176297,False,100.9024,130.6962,0.1545529,0.06303442,Right,10.55668,
sabina5,2,Room_123,stay,no,A,1,left,B,A,110.7806,135.1682,0,0,111.6312,134.5532,-0.1364558,0.2663932,False,113.3466,133.8019,0.239223,0.1915213,No response,N/A,
sabina5,3,Room_124,stay,yes,A,1,left,A,B,67.88569,133.8195,0,0,68.07605,133.3419,-0.1157764,-0.06140547,False,65.58452,132.9794,0.2487243,-0.09171318,No response,N/A,
sabina5,4,Room_125,stay,no,A,1,left,A,B,22.11823,132.2694,0,0,21.35738,130.691,0.1112138,0.1612165,False,21.36964,128.6996,-0.3908611,-0.5220208,No response,N/A,
sabina5,5,Room_126,walk,yes,A,2,left,B,A,38.875,134.9986,0,0,37.21096,133.344,-0.2081496,-0.5231681,False,35.57285,132.4007,-0.06648099,-0.5764511,Right,9.872688,
sabina5,6,Room_127,walk,no,A,2,left,A,A,49.2194,130.9318,0,0,47.29443,131.9309,0.365235,0.247025,False,45.51025,131.8892,0.5245758,-0.1906027,No response,N/A,
sabina5,7,Room_128,walk,yes,A,2,left,B,B,92.11431,132.2805,0,0,92.39616,133.6935,0.1366071,0.1378769,False,90.45271,133.3762,-0.02128551,-0.2256326,No response,N/A,
sabina5,8,Room_129,walk,no,A,2,left,A,B,79.2194,130.9318,0,0,79.66003,132.6764,0.4383192,0.1814442,True,79.35974,131.0026,0.1486527,-0.0602527,No response,N/A,
