subID,trial,Room,Condition,moveItem,Repeat,Block,ObjectMovedIs,start,end,TarPos_x,TarPos_z,TarRot_x,TarRot_z,Start_SubPos_x,Start_SubPos_z,Start_SubRot_x,Start_SubRot_z,TargetReached,End_SubPos_x,End_SubPos_z,End_SubRot_x,End_SubRot_z,response,RT,
sabina2,0,Room_121,stay,yes,A,1,left,A,A,32.25,133.05,0,0,32.13413,133.0124,0.1327822,0.1770236,True,32.12185,132.9845,0.2163125,0.1527858,Right,9.173361,
sabina2,0,Room_121,stay,yes,A,1,left,A,B,61.94855,131.925,0,0,61.77045,132.0137,0.2343682,0.1649234,True,61.83113,131.9749,0.2916901,0.08207216,Right,10.64872,
sabina2,1,Room_122,stay,no,A,1,left,B,B,98.26487,131.6059,0,0,98.49162,131.7216,0.2538554,-0.1532034,True,98.39311,131.6372,0.2715387,-0.1882499,No response,N/A,
sabina2,2,Room_123,stay,no,A,1,left,B,A,110.7806,135.1682,0,0,110.7435,134.9761,-0.09007768,-0.2337262,True,110.5954,135.0773,-0.1172254,-0.2749042,Right,9.512633,
sabina2,3,Room_124,stay,yes,A,1,left,A,B,67.88569,133.8195,0,0,68.04276,133.5903,-0.02993204,-0.2778159,False,68.15079,132.894,0.1524206,-0.2438866,Right,9.573817,
sabina2,4,Room_125,stay,no,A,1,left,A,B,22.11823,132.2694,0,0,20.7206,131.1355,0.2875096,0.001712251,True,21.93323,132.3758,0.2502708,0.1162095,Left,9.412269,
sabina2,5,Room_126,walk,yes,A,2,left,B,A,38.875,134.9986,0,0,37.93795,133.4179,0.1083381,-0.127149,True,39.01817,134.7917,0.0009671275,-0.2402128,Left,9.725624,
sabina2,6,Room_127,walk,no,A,2,left,A,A,49.2194,130.9318,0,0,48.01683,132.1949,0.1301434,-0.1121801,True,49.35835,131.1358,0.2348018,-0.1138326,Left,9.589471,
sabina2,7,Room_128,walk,yes,A,2,left,B,B,92.11431,132.2805,0,0,91.81322,134.139,-0.1615635,-0.1826599,True,91.93603,132.358,0.2795038,0.07251194,Left,12.43348,
sabina2,8,Room_129,walk,no,A,2,left,A,B,79.2194,130.9318,0,0,78.02915,132.2736,0.2036118,-0.230629,True,79.33624,131.1749,0.2765562,-0.02978567,Left,10.41738,
