subID,trial,Room,Condition,moveItem,Repeat,Block,ObjectMovedIs,start,end,TarPos_x,TarPos_z,TarRot_x,TarRot_z,Start_SubPos_x,Start_SubPos_z,Start_SubRot_x,Start_SubRot_z,End_SubPos_x,End_SubPos_z,End_SubRot_x,End_SubRot_z,response,RT,
p02,9,Room_94,stay,yes,A,1,left,A,B,41.94855,88.125,0,0,41.81651,88.04468,-0.1448322,-0.2308178,41.88163,87.97004,0.1428118,0.1968295,Left,13.87373,
p02,10,Room_83,stay,yes,B,1,left,B,B,48.86343,105.0495,0,0,48.70536,105.1485,0.2073175,-0.114974,48.9463,105.093,0.1884836,-0.05682701,Left,11.8047,
p02,11,Room_104,stay,no,A,1,left,B,B,90.40092,29.2216,0,0,90.63676,29.17478,-0.05711716,-0.2385122,90.32487,29.15425,-0.009464197,-0.2177047,Left,11.73935,
p02,12,Room_28,stay,no,A,1,left,B,A,32.25746,76.99095,0,0,32.07466,76.81168,0.18587,0.1580926,32.0614,77.08223,0.1573992,0.1725439,Left,11.05103,
p02,13,Room_72,stay,no,A,1,left,B,B,20.38309,84.77526,0,0,20.15478,84.96709,0.2651238,0.005487426,20.43548,84.88277,0.2274067,0.0297585,Left,9.74009,
p02,14,Room_81,stay,yes,A,1,left,B,A,29.2194,104.8818,0,0,29.18083,105.1187,0.2348299,-0.08815517,29.34271,104.9456,0.2354855,-0.04677947,Right,11.16163,
p02,15,Room_102,stay,yes,B,1,left,B,A,37.88569,67.76955,0,0,38.15969,66.03587,0.1984946,-0.1329291,37.97551,67.78439,0.09568206,-0.1849614,Left,9.207066,
p02,16,Room_63,walk,no,A,2,left,B,B,32.25,117,0,0,31.46287,118.645,-0.1051576,-0.2133029,32.15957,116.9623,0.1544118,0.09043553,Left,10.18585,
p02,17,Room_112,walk,no,A,2,left,B,B,109.6093,34.78418,0,0,111.4061,35.27911,0.2650914,0.04641333,109.5912,34.895,0.157931,-0.0734998,Left,11.45071,
p02,18,Room_40,walk,no,A,2,left,A,A,102.1244,27.7636,0,0,101.8851,25.93522,0.2559943,0.1194059,102.1041,27.70766,0.2482024,0.2669806,Right,10.98444,
p02,19,Room_29,walk,yes,A,2,left,A,B,109.2364,59.12442,0,0,111.1677,58.85921,-0.07650686,-0.2394756,109.3398,59.02538,0.04538422,-0.2930584,Left,9.342698,
p02,20,Room_60,walk,no,B,2,left,B,B,111.9486,98.125,0,0,110.464,99.16741,-0.06634206,-0.2350702,111.882,98.03143,0.1637244,0.1992046,Left,9.319693,
p02,21,Room_100,walk,no,B,2,left,A,B,32.11823,86.2194,0,0,30.72107,84.90681,0.2426407,0.007883613,32.13359,86.18062,0.2059062,0.1566322,Left,12.82737,
p02,22,Room_82,walk,no,B,2,left,A,B,40.7636,104.8756,0,0,38.70882,105.1733,0.2050945,-0.05115359,40.762,104.9212,0.1897582,0.03639553,Left,9.940781,
p02,23,Room_103,walk,yes,A,2,left,A,A,19.61691,69.22474,0,0,21.42105,68.68268,-0.08649352,-0.2183873,19.60532,69.21378,0.01988574,-0.2337515,Right,11.7945,
p02,24,Room_61,walk,yes,A,2,left,A,B,89.59908,4.778404,0,0,88.02141,5.890575,0.1789211,-0.1304253,89.66783,4.861345,0.2003529,-0.015928,Left,9.720319,
p02,25,Room_8,walk,no,B,2,left,B,A,60.76955,59.11431,0,0,58.76995,58.85195,0.01724799,-0.2991263,60.79329,59.00227,-0.09166325,-0.1902964,Left,14.52703,
p02,26,Room_55,walk,yes,B,2,left,A,A,109.2364,59.12442,0,0,111.0947,58.9283,-0.1068592,-0.2282321,109.2506,59.04216,0.01520568,-0.2230324,Right,12.77155,
p02,27,Room_60,walk,yes,A,2,left,B,B,38.875,98.94855,0,0,37.81138,97.43098,0.1239461,-0.2027681,38.91259,98.8796,-0.0008065281,-0.203967,Left,14.04994,
p02,28,Room_93,walk,no,A,2,left,A,A,108.8634,75.04951,0,0,107.7966,76.52816,0.1682955,-0.179736,108.9368,75.0965,0.3429318,-0.1173989,Right,13.69405,
p02,29,Room_80,walk,yes,B,2,left,B,A,61.94855,115.875,0,0,62.14204,117.7636,0.1447502,0.1762427,61.87561,115.8368,0.1878782,0.03599777,Left,9.737712,
p02,30,Room_115,walk,yes,A,2,left,B,A,58.05145,78.125,0,0,57.81933,76.33897,0.170281,-0.1399669,58.11374,78.11223,0.06928613,-0.1956029,Left,9.295989,
p02,31,Room_75,walk,yes,B,2,left,A,A,32.25,47,0,0,32.32689,46.90445,0.172935,0.1764582,32.19953,46.9643,0.2102531,0.1101655,Left,9.995112,
p02,32,Room_42,stay,no,A,3,left,A,B,72.1143,67.76955,0,0,71.98944,67.82754,0.148158,0.22812,72.04714,67.69003,0.178984,0.1586185,Left,12.41557,
p02,33,Room_66,stay,yes,A,3,left,B,B,22.11823,116.2194,0,0,21.91786,116.2559,0.2024614,0.1440808,21.99681,116.2906,0.2106897,0.1488031,Left,8.88469,
p02,34,Room_111,stay,no,B,3,left,A,B,38.875,15.05144,0,0,38.75793,15.23064,0.2309514,-0.1205136,38.82925,15.15134,0.2075872,-0.1101569,Left,14.06026,
p02,35,Room_13,stay,no,B,3,left,A,A,60.76955,84.88569,0,0,60.87266,85.02209,0.2790583,0.03320071,60.71037,84.92123,0.2894311,-0.006033815,Right,13.69189,
p02,36,Room_85,stay,yes,A,3,left,A,A,99.60929,49.21582,0,0,99.75482,49.25371,-0.007959231,-0.2867212,99.76314,49.14202,-0.03937997,-0.2549834,Left,12.19524,
p02,37,Room_49,stay,yes,A,3,left,A,B,67.78418,37.39071,0,0,67.81174,37.24648,0.1434211,-0.1965428,67.7733,37.42173,0.1077351,-0.1944533,Left,14.67348,
p02,38,Room_36,stay,no,B,3,left,B,A,51.95049,75.86343,0,0,51.95054,75.74195,0.2091839,0.07692214,51.94701,75.96186,0.1494467,0.1063005,Right,11.00861,
p02,39,Room_74,stay,yes,A,3,left,B,A,110.7806,119.1182,0,0,110.7697,119.136,-0.09829779,-0.1984788,110.6509,119.1782,0.009120152,-0.1163293,Left,14.07052,
p02,40,Room_120,stay,no,B,3,left,B,B,19.2194,74.88177,0,0,19.07305,74.81121,0.2075176,-0.08434965,19.28314,74.91911,0.2344391,-0.0571259,Left,9.49615,
p02,41,Room_71,stay,yes,B,3,left,A,B,50.39071,9.215818,0,0,50.58198,9.248552,-0.04514382,-0.2297128,50.45094,9.167306,-0.06513175,-0.190794,Left,9.397507,
p02,42,Room_4,stay,no,A,3,left,B,A,38.0495,58.13657,0,0,38.1013,58.00643,0.1401858,-0.2778355,38.05444,57.95763,0.1463359,-0.1880385,Right,9.969282,
p02,43,Room_53,stay,yes,B,3,left,B,B,42.25746,36.99095,0,0,42.28668,36.68998,0.153831,0.1452088,42.1816,37.08069,0.1498303,0.1768637,Right,9.692124,
p02,44,Room_33,stay,yes,A,3,left,B,B,48.26487,55.55586,0,0,48.13726,55.77612,0.2298101,-0.1293239,48.26925,55.4957,0.1876044,-0.1015885,Left,10.45482,
p02,45,Room_54,stay,no,B,3,left,A,A,81.44627,58.7236,0,0,81.75341,58.54877,-0.09050575,-0.2195738,81.48882,58.66297,-0.09709008,-0.2260622,Right,11.12786,
p02,46,Room_57,stay,yes,B,3,left,B,A,107.8818,47.7806,0,0,107.7884,47.6858,0.1318046,-0.2045072,107.9611,47.65165,0.1318277,-0.1725899,Left,9.69576,
p02,47,Room_50,stay,no,A,3,left,A,B,71.95049,25.86343,0,0,70.56274,24.75406,0.2361478,-0.003785156,71.95995,25.90329,0.1770459,0.1138053,Right,11.3488,
p02,48,Room_26,walk,yes,B,4,left,A,B,67.87559,76.2364,0,0,68.01582,78.14837,0.08317885,-0.2141237,67.88152,76.21034,0.1555075,-0.1140592,Left,9.394716,
p02,49,Room_76,walk,no,B,4,left,B,B,91.44627,55.2764,0,0,92.23513,57.0486,0.1855438,0.1318845,91.29174,55.22101,0.1573211,0.0008172633,Right,9.724889,
p02,50,Room_58,walk,yes,B,4,left,B,A,38.875,98.94855,0,0,37.73673,97.46008,0.1162001,-0.1746457,38.95585,98.93555,0.00677701,-0.1949275,Right,12.42735,
p02,51,Room_93,walk,yes,B,4,left,B,A,47.78418,106.6093,0,0,48.85738,105.0706,0.1940603,-0.07933871,47.89701,106.6838,0.0587413,-0.1129298,Left,11.06317,
p02,52,Room_104,walk,no,B,4,left,A,A,78.8791,28.95954,0,0,80.79405,29.12131,-0.076326,-0.1860294,78.93794,28.9744,0.07401563,-0.3439493,Left,13.20487,
p02,53,Room_27,walk,no,A,4,left,A,A,31.458,98.7235,0,0,32.29987,97.02132,0.1362447,0.1162715,31.53733,98.70746,-0.06937405,-0.1492716,Right,14.65221,
p02,54,Room_92,walk,yes,B,4,left,A,B,77.87559,106.2364,0,0,78.05246,108.107,0.06023667,-0.1704533,77.88466,106.2388,0.1303164,-0.1192582,Left,8.927768,
p02,55,Room_107,walk,no,A,4,left,B,B,101.9486,25.875,0,0,102.1617,27.77031,0.1462694,0.1906164,101.9238,25.7711,0.17011,0.08495386,Right,9.516169,
p02,56,Room_29,walk,yes,B,4,left,A,A,51.73513,68.44414,0,0,52.21371,66.59991,0.177644,0.1126527,51.82223,68.48107,-0.09109671,-0.1536418,Right,11.59457,
p02,57,Room_64,walk,yes,A,4,left,B,A,77.88569,67.76955,0,0,78.07417,65.85153,0.1569911,-0.118692,77.84229,67.70952,0.06745756,-0.1389282,Left,9.766371,
p02,58,Room_67,walk,no,B,4,left,A,A,57.88177,107.7806,0,0,59.21805,109.1257,0.02155305,-0.198388,57.92329,107.7639,0.08634084,-0.1391104,Left,9.678818,
p02,59,Room_105,walk,no,A,4,left,A,B,89.59908,4.778404,0,0,88.07481,5.92166,0.1657705,-0.1350837,89.58826,4.823904,0.1845172,-0.04884829,Right,10.31759,
p02,60,Room_8,walk,yes,A,4,left,B,B,47.88569,116.2305,0,0,49.16064,114.9603,0.2006472,-0.07377367,47.91808,116.2806,0.09392317,-0.1586688,Right,10.96121,
p02,61,Room_114,walk,yes,A,4,left,B,A,98.05145,85.875,0,0,99.60013,84.77051,0.1988934,-0.07982501,98.12053,85.93658,0.1157338,-0.118556,Left,9.49586,
p02,62,Room_89,walk,no,B,4,left,B,B,82.25,17,0,0,81.65652,18.6596,-0.08686184,-0.1675222,82.15707,16.86825,0.1290191,0.07467341,Left,10.43835,
p02,63,Room_17,walk,no,A,4,left,A,A,52.21582,66.60929,0,0,52.42169,66.50163,0.1288498,0.1234605,52.22771,66.47949,0.1784252,0.09464833,Left,10.70853,
p02,64,Room_64,stay,no,B,5,left,B,B,22.11823,116.2194,0,0,22.0736,116.228,0.2004291,0.08945926,22.11905,116.3161,0.1309884,0.1275997,Left,9.540379,
p02,65,Room_111,stay,no,A,5,left,B,A,78.8791,78.95954,0.0560187,-0.2090646,78.7995,78.84781,0.06521448,-0.3386757,79.86177,78.94231,-0.153537,-0.29369,No response,N/A,
p02,66,Room_77,stay,no,A,5,left,A,B,80.76955,79.11431,0,0,80.75141,79.01541,-0.05527947,-0.2292982,80.8131,79.1424,-0.09791227,-0.1987676,Left,10.46123,
p02,67,Room_77,stay,yes,B,5,left,A,A,81.44627,58.7236,0,0,81.37609,58.61792,-0.09124687,-0.1822221,81.55662,58.6872,-0.09231897,-0.1475912,Right,14.94809,
p02,68,Room_57,stay,yes,A,5,left,A,B,62.21582,26.60929,0,0,62.04771,26.53236,0.2202737,0.1224567,62.17244,26.48037,0.2736596,0.1107101,Left,9.157638,
p02,69,Room_25,stay,yes,B,5,left,B,B,58.55586,8.735132,0,0,58.34908,8.725576,0.05884959,-0.2345674,58.50436,8.628176,0.0735398,-0.1911947,Left,9.126399,
p02,70,Room_5,stay,no,A,5,left,B,A,40.7636,14.87559,0,0,40.77536,14.93795,0.2740532,-0.008543733,40.87003,14.9552,0.2102291,0.04894386,Left,9.838742,
p02,71,Room_13,stay,yes,A,5,left,B,A,52.2216,16.59908,0,0,52.14422,16.62118,0.2352747,0.1333064,52.19271,16.69663,0.1533089,0.1484985,Left,10.9383,
p02,72,Room_14,stay,no,A,5,left,A,A,79.60929,4.784183,0,0,79.50319,4.951745,0.2955127,-0.05142599,79.42879,4.830947,0.2253963,-0.07578468,Right,9.705912,
p02,73,Room_7,stay,yes,A,5,left,A,B,31.94856,25.875,0,0,31.87054,25.89158,0.2133777,0.07106527,31.90603,25.82825,0.1894312,0.07022619,Left,9.998914,
p02,74,Room_22,stay,no,B,5,left,A,B,88.55373,75.2764,0,0,88.51627,75.53457,0.2764926,-0.1416621,88.41978,75.42853,0.1898594,-0.1291941,Right,14.22547,
p02,75,Room_78,stay,yes,B,5,left,B,B,57.77526,66.61691,0,0,57.95656,66.67089,0.189693,-0.1963424,57.8391,66.62792,0.1388086,-0.1918469,Left,9.238649,
p02,76,Room_65,stay,yes,A,5,left,B,A,41.1209,45.04045,0,0,41.24498,45.04869,0.2345614,0.04831582,41.15994,45.24524,0.2137297,0.07806154,Left,11.1937,
p02,77,Room_43,stay,yes,A,5,left,B,B,108.8634,75.04951,0,0,108.6652,75.18972,0.2004135,-0.08671964,108.9632,75.04425,0.2206904,-0.04823725,Left,10.24,
p02,78,Room_80,stay,no,A,5,left,A,A,18.875,18.94856,0,0,19.1753,18.96753,0.02434406,-0.2475073,18.98557,18.9678,-0.02004767,-0.2003232,Left,9.018367,
p02,79,Room_11,stay,no,A,5,left,B,A,50.39071,74.78418,0,0,51.88026,75.9069,0.1840096,0.07282175,50.29413,74.78748,0.1998701,-0.02571552,Right,10.16211,
p02,80,Room_74,walk,yes,B,6,left,B,A,61.44627,18.7236,0,0,59.92092,19.29821,-0.003192772,-0.2269361,61.52072,18.6382,-0.09470367,-0.1817369,Left,11.60555,
p02,81,Room_15,walk,yes,B,6,left,B,B,68.2764,98.44627,0,0,67.81078,96.53056,0.1727046,-0.1745007,68.29558,98.45329,0.0494341,-0.1980113,Left,9.605671,
p02,82,Room_96,walk,no,A,6,left,B,B,88.55373,75.2764,0,0,90.33179,74.81502,0.2128787,-0.02295559,88.48521,75.3557,0.1627549,-0.1121843,Left,10.16523,
p02,83,Room_78,walk,no,A,6,left,A,A,28.04046,65.8791,0,0,27.87889,67.90398,0.1423116,-0.1961624,28.15994,65.82664,0.3724598,-0.2070315,Left,12.31703,
p02,84,Room_62,walk,no,A,6,left,A,B,107.8818,47.7806,0,0,109.2364,49.07496,0.01442917,-0.2850645,107.83,47.73559,0.142149,-0.222462,Right,11.29478,
p02,85,Room_50,walk,yes,B,6,left,A,B,70.40092,59.2216,0,0,71.9439,58.1417,0.1269758,0.1583836,70.28201,59.16143,-0.01216601,-0.220321,Left,10.0176,
p02,86,Room_56,walk,no,A,6,left,A,A,91.95954,118.1209,0,0,92.1689,116.2851,0.1836358,0.1262284,91.9749,118.1626,-0.1046823,-0.1549278,Right,9.139324,
p02,87,Room_118,walk,yes,A,6,left,B,B,91.44627,15.2764,0,0,92.20693,16.92289,0.1931181,0.1823629,91.3473,15.2306,0.2187866,0.02769075,Left,10.04064,
p02,88,Room_18,walk,no,A,6,left,B,A,50.39071,9.215818,0,0,48.78893,8.831457,0.04988684,-0.1924964,50.50209,9.136011,-0.05191766,-0.1709578,Right,11.79872,
p02,89,Room_4,walk,yes,B,6,left,A,B,30.7806,39.11823,0,0,32.12556,37.72684,0.1522978,0.2137188,30.75507,39.11747,-0.0338389,-0.2003402,Right,9.507545,
p02,90,Room_32,walk,yes,B,6,left,B,A,110.7695,19.11431,0,0,108.9321,19.17768,0.02784526,-0.2045771,110.8881,19.01908,-0.07043311,-0.1607005,Left,10.23224,
p02,91,Room_20,walk,no,A,6,left,B,B,97.8857,76.23045,0,0,99.15714,74.91596,0.2208421,-0.06707955,97.8444,76.3848,0.1292532,-0.1489126,Right,9.168873,
p02,92,Room_79,walk,yes,A,6,left,A,A,98.8791,98.95954,0,0,100.8023,99.04696,-0.0515525,-0.2177097,98.85909,98.96444,0.105638,-0.2966,Left,9.97932,
p02,93,Room_99,walk,no,A,6,left,A,A,58.0495,38.13657,0,0,59.55642,39.11387,-0.01003419,-0.2371797,57.98058,38.14745,0.09464886,-0.2087839,Left,9.719182,
p02,94,Room_35,walk,no,B,6,left,A,B,99.59908,84.7784,0,0,98.04505,85.8969,0.1982656,-0.1128186,99.71084,84.77628,0.326139,-0.008842107,Left,9.862896,
p02,95,Room_89,walk,yes,A,6,left,A,A,62.25,47,0,0,62.21472,47.0159,0.1620017,0.146739,62.28702,46.85741,0.1178865,0.07107431,Left,8.740577,
p02,96,Room_45,stay,no,B,7,left,A,A,81.94855,35.875,0,0,81.81574,35.92253,0.2069673,0.1005385,81.92615,35.71291,0.1770193,0.08175743,Right,11.16892,
p02,97,Room_37,stay,yes,B,7,left,B,A,110.4009,99.2216,0,0,110.3586,99.22667,-0.03555444,-0.2000689,110.2907,99.26556,-0.004759523,-0.1625783,Right,13.66047,
p02,98,Room_100,stay,yes,A,7,left,A,B,79.60929,4.784183,0,0,79.60634,4.618853,0.2289629,-0.06250514,79.40323,4.864477,0.2511257,-0.0933454,Left,10.71733,
p02,99,Room_7,stay,no,B,7,left,B,A,31.458,98.7235,0,0,31.64639,98.76803,-0.08107301,-0.2105018,31.39672,98.75682,-0.03809125,-0.196105,Left,9.977842,
p02,100,Room_92,stay,no,A,7,left,B,B,98.55586,68.73513,0,0,98.47469,68.68176,0.06114011,-0.227465,98.73565,68.65167,-0.009781936,-0.19532,Left,9.887481,
p02,101,Room_69,stay,yes,B,7,left,B,B,67.88177,17.7806,0,0,67.99857,17.68083,0.07635652,-0.2267689,67.8823,17.68246,0.09511125,-0.1534915,Left,8.648152,
p02,102,Room_16,stay,no,B,7,left,B,B,57.87559,76.2364,0,0,57.86289,76.28452,0.1841164,-0.176037,57.88447,76.11636,0.1841067,-0.177904,Left,9.022264,
p02,103,Room_75,stay,no,A,7,left,A,B,18.875,8.948557,0,0,19.14528,9.021454,0.06184944,-0.2270732,19.10098,9.017173,0.04314567,-0.2415076,Left,12.25016,
p02,104,Room_1,stay,yes,B,7,left,A,A,62.25,47,0,0,62.20358,46.7234,0.1513967,0.1236817,62.17083,46.80242,0.1170581,0.09131033,Left,8.708124,
p02,105,Room_45,stay,no,A,7,left,A,B,91.125,38.94856,0,0,91.17978,38.90976,-0.04183254,-0.2166361,91.24198,38.92104,-0.04420303,-0.1352894,Left,9.907549,
p02,106,Room_38,stay,yes,A,7,left,A,A,112.2158,6.609292,0,0,112.0292,6.48431,0.1678908,0.1032706,112.1782,6.368694,0.1182951,0.0620884,Left,9.317871,
p02,107,Room_10,stay,no,B,7,left,B,A,79.2194,114.8818,0,0,79.1487,115.0015,0.2003635,-0.0522622,79.3425,114.9336,0.1483623,-0.0188897,Right,12.28374,
p02,108,Room_117,stay,no,A,7,left,B,A,18.86343,55.0495,0,0,18.79453,55.14654,0.2451759,-0.1069367,18.90149,54.99866,0.1975576,-0.0576675,Right,11.72818,
p02,109,Room_51,stay,yes,B,7,left,B,B,50.40092,99.2216,0,0,50.6469,99.38101,-0.05093842,-0.1766728,50.22824,99.26701,-0.01145433,-0.1049603,Left,12.37514,
p02,110,Room_94,stay,yes,B,7,left,A,B,90.39071,109.2158,0,0,90.48451,109.1693,-0.01894137,-0.2141974,90.60699,109.1472,-0.03637667,-0.2219966,Right,9.994303,
p02,111,Room_108,stay,yes,B,7,left,B,A,31.44627,75.2764,0,0,32.18248,76.84515,0.1849696,0.1574271,31.29851,75.28873,0.1828807,0.004645904,Left,10.87004,
p02,112,Room_72,walk,no,B,8,left,A,B,22.11823,46.2194,0,0,20.70385,44.94135,0.1795639,0.005985391,22.1742,46.26778,0.3068418,0.2314554,Left,9.450096,
p02,113,Room_41,walk,no,A,8,left,A,A,67.87559,76.2364,0,0,68.04849,78.16209,0.05667348,-0.1273894,67.81467,76.16374,0.1159915,-0.07576711,Left,9.817844,
p02,114,Room_76,walk,yes,A,8,left,B,B,48.05145,88.125,0,0,47.62482,86.26122,0.1275954,-0.1310704,48.12539,88.18065,0.1013385,-0.4299376,Right,14.41601,
p02,115,Room_84,walk,yes,B,8,left,B,A,98.05145,5.875001,0,0,99.51453,4.618627,0.1942174,-0.05315836,98.06709,5.895064,0.1268059,-0.09178317,Left,9.375547,
p02,116,Room_9,walk,no,A,8,left,A,B,41.1209,5.040457,0,0,39.23584,4.646534,0.1742595,-0.05597218,41.2104,5.035313,0.1340074,0.04989228,Right,10.27031,
p02,117,Room_3,walk,yes,A,8,left,B,B,91.44627,15.2764,0,0,92.41944,16.91435,0.1722565,0.1714206,91.35438,15.14049,0.2513719,0.03859777,Left,10.76126,
p02,118,Room_18,walk,no,B,8,left,B,B,68.2764,98.44627,0,0,67.70831,96.64535,0.1453936,-0.1333591,68.31039,98.51086,0.0275123,-0.1487638,Right,11.69053,
p02,119,Room_96,walk,yes,B,8,left,B,B,110.7695,64.88569,0,0,112.259,66.06264,0.1524158,0.07160102,110.628,64.80279,0.1587822,-0.01759685,Left,9.218282,
p02,120,Room_70,walk,no,B,8,left,B,A,39.60929,79.21582,0,0,38.10023,78.29468,0.09900774,-0.1903605,39.74028,79.16798,-0.01761541,-0.3656845,Left,11.15084,
p02,121,Room_73,walk,yes,A,8,left,A,A,40.7636,104.8756,0,0,38.75391,105.1141,0.2115935,-0.09374934,40.82583,104.8762,0.1750941,0.03862886,Right,12.57559,
p02,122,Room_103,walk,yes,B,8,left,A,A,110.7636,24.87559,0,0,108.8406,25.09269,0.2057571,-0.1067031,110.8421,24.87324,0.2054022,0.03127008,Left,9.710016,
p02,123,Room_30,walk,no,A,8,left,A,B,69.59908,84.7784,0,0,67.89329,85.93969,0.1684645,-0.1097282,69.57343,84.74233,0.1502219,-0.000450234,Left,12.62495,
p02,124,Room_86,walk,yes,B,8,left,A,B,32.11823,86.2194,0,0,30.74443,84.84454,0.1633405,0.05293664,32.13514,86.20948,0.08335972,0.06921322,Left,9.707229,
p02,125,Room_82,walk,no,A,8,left,B,A,91.125,88.94855,0,0,89.2774,89.17872,-0.0117481,-0.1923809,91.18859,88.98005,-0.05913537,-0.1416534,Right,10.76164,
p02,126,Room_88,walk,yes,A,8,left,A,A,67.7784,7.400915,0,0,68.96407,8.994076,0.04035428,-0.2185372,67.73398,7.380887,0.1338824,-0.161893,Left,9.572727,
p02,127,Room_6,walk,no,B,8,left,A,B,48.05145,45.875,0,0,48.04397,45.88574,0.1631812,-0.08278107,47.96332,45.92725,0.150499,-0.1162217,Left,10.3737,
p02,128,Room_44,stay,no,A,9,left,A,B,17.78418,36.60929,0,0,17.75619,36.65177,0.1347556,-0.1358065,17.75549,36.70037,0.1029709,-0.1057404,Left,9.828477,
p02,129,Room_31,stay,no,B,9,left,B,B,69.2364,49.12442,0,0,69.45774,49.07655,-0.00623193,-0.2226634,69.14653,49.07094,0.03652086,-0.1970082,Right,14.08295,
p02,130,Room_46,stay,yes,A,9,left,B,A,111.7351,8.444138,0,0,111.6733,8.259151,0.1258178,0.1980414,111.6724,8.473417,-0.05330561,-0.199681,Right,10.71679,
p02,131,Room_10,stay,yes,A,9,left,A,A,27.88569,106.2305,0,0,27.85369,106.2134,0.1425582,-0.07710975,27.77991,106.352,0.05093021,-0.04521008,Left,9.751017,
p02,132,Room_102,stay,yes,A,9,left,B,B,38.04046,65.8791,0,0,38.14132,65.90576,0.1759623,-0.1162119,38.13256,65.80407,0.1593121,-0.07954723,Left,8.97623,
p02,133,Room_63,stay,no,B,9,left,A,B,69.23045,19.11431,0,0,69.48105,19.00965,0.004258415,-0.2514413,69.34016,19.13532,0.007047257,-0.1958024,Right,10.10548,
p02,134,Room_16,stay,yes,A,9,left,B,B,21.1209,95.04046,0,0,21.11701,95.09079,0.3031446,0.04696605,21.16356,95.0655,0.2354761,0.08043803,Left,8.761895,
