subID,trial,Room,Condition,moveItem,Repeat,Block,ObjectMovedIs,start,end,TarPos_x,TarPos_z,TarRot_x,TarRot_z,Start_SubPos_x,Start_SubPos_z,Start_SubRot_x,Start_SubRot_z,End_SubPos_x,End_SubPos_z,End_SubRot_x,End_SubRot_z,response,RT,
p02,0,Room_121,stay,yes,A,1,left,A,A,32.25,133.05,0,0,32.17337,133.0759,0.2241398,0.2082889,32.11067,133.0516,-0.1412293,-0.2921609,Right,12.00615,
p02,0,Room_121,stay,yes,A,1,left,A,B,61.94855,131.925,0,0,61.80391,131.9786,0.2242699,0.1197695,61.85494,131.923,0.2029006,0.06860593,Left,10.91746,
p02,1,Room_122,stay,no,A,1,left,B,B,98.26487,131.6059,0,0,98.28465,131.768,0.1968402,-0.1238928,98.07533,132.4367,0.1353556,-0.3162213,Left,11.50848,
p02,2,Room_123,stay,no,A,1,left,B,A,110.7806,135.1682,0,0,110.839,135.0418,-0.04203147,-0.2306052,110.695,135.0123,-0.06966066,-0.2289553,Right,9.985077,
p02,3,Room_124,stay,yes,A,1,left,A,B,67.88569,133.8195,0,0,67.88403,133.7129,0.1388371,-0.1949196,67.95927,133.8851,0.1080358,-0.1928822,Left,10.50822,
p02,4,Room_125,stay,no,A,1,left,A,B,22.11823,132.2694,0,0,20.81124,131.0612,0.2782044,0.04257984,21.97848,132.325,0.1880515,0.1271504,Left,13.81652,
p02,5,Room_126,walk,yes,A,2,left,B,A,38.875,134.9986,0,0,37.83915,133.3537,0.1416389,-0.1682293,38.96491,134.8716,0.03895918,-0.2228626,Left,10.00938,
p02,6,Room_127,walk,no,A,2,left,A,A,49.2194,130.9318,0,0,47.96471,132.3042,0.2004722,-0.110071,49.31464,131.0067,0.2006334,-0.03457373,Left,10.01127,
p02,7,Room_128,walk,yes,A,2,left,B,B,92.11431,132.2805,0,0,91.87757,134.1759,0.1360445,0.1833899,91.93568,132.3348,0.192062,0.1010353,Left,11.1512,
p02,8,Room_129,walk,no,A,2,left,A,B,79.2194,130.9318,0,0,77.9112,132.3704,0.1862013,-0.1426364,79.27055,130.9616,0.1864716,-0.06494054,Left,10.37361,
p02,0,Room_55,stay,yes,A,1,left,A,B,60.76955,59.11431,0,0,60.92197,59.01186,-0.04887681,-0.2407925,60.80044,59.03746,-0.07001179,-0.1959422,Right,10.18438,
p02,0,Room_55,stay,yes,A,1,left,B,B,70.40092,59.2216,0,0,70.32824,59.11441,-0.02894662,-0.1898908,70.52847,59.10646,0.1479691,0.2064246,Left,10.20704,
p02,1,Room_56,stay,no,B,1,left,A,B,61.125,98.94855,0,0,61.05954,98.80199,-0.05747686,-0.196841,61.15027,98.856,-0.06599943,-0.1661045,Left,11.116,
p02,2,Room_95,stay,no,A,1,left,B,A,37.7784,117.4009,0,0,37.81913,117.2987,0.1311475,-0.2283436,37.85969,117.2724,0.1433518,-0.1536629,Right,10.05044,
p02,3,Room_113,stay,yes,A,1,left,A,A,89.23045,49.11431,0,0,89.3877,48.98557,0.006646228,-0.2355121,89.33404,49.07566,-0.01452123,-0.2344389,Right,12.55273,
p02,4,Room_48,stay,yes,A,1,left,A,A,100.3907,54.78418,0,0,100.3069,54.68337,0.2503989,0.03075948,100.3339,54.85201,0.2100762,-0.02179057,Left,9.795996,
p02,5,Room_59,stay,no,A,1,left,B,A,81.95954,48.1209,0,0,81.89813,48.2485,0.1732477,0.2019861,81.85464,48.11958,0.1413124,0.20592,Right,11.41279,
p02,6,Room_47,stay,yes,A,1,left,A,B,18.2764,28.44327,0,0,18.1293,28.4132,0.08757409,-0.2103095,18.3151,28.42389,0.1029521,-0.3908807,Left,12.68907,
p02,7,Room_21,stay,no,B,1,left,A,A,37.78418,27.39071,0,0,37.90409,27.29919,0.147504,-0.2060568,37.92764,27.41182,0.1050002,-0.1857444,Left,10.17247,
p02,8,Room_23,stay,no,B,1,left,A,A,51.94855,98.125,0,0,52.05047,97.95188,-0.1242224,-0.2301844,51.92373,98.01661,0.149181,0.1737156,Left,11.3145,
